op_number,file,line,model,operation,hint_from_scanner,verdict,evidence_lines_read,evidence_quote,verified_at,verified_by
242,./server/src/services/advanced/swarmTaskAllocationService.ts,1181,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/swarmTaskAllocationService.ts:1101-1204,"userId: 'system'; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
243,./server/src/services/advanced/swarmTaskAllocationService.ts,1224,N/A,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/swarmTaskAllocationService.ts:1209-1266,"this.activeTasks.delete(taskId);",2026-05-25T16:30:00Z,L7_chunk_05
244,./server/src/services/advanced/swarmTaskAllocationService.ts,1245,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/swarmTaskAllocationService.ts:1209-1266,"userId; organizationId: task.organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
245,./server/src/services/advanced/swarmTaskAllocationService.ts,1527,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/swarmTaskAllocationService.ts:1516-1537,"userId; organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
246,./server/src/services/advanced/swarmTaskAllocationService.ts,1655,N/A,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/swarmTaskAllocationService.ts:1619-1674,"this.activeTasks.delete(taskId);",2026-05-25T16:30:00Z,L7_chunk_05
247,./server/src/services/advanced/swarmTaskAllocationService.ts,1667,N/A,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/swarmTaskAllocationService.ts:1619-1674,"this.activeTasks.delete(taskId);",2026-05-25T16:30:00Z,L7_chunk_05
248,./server/src/services/advanced/swarmTaskAllocationService.ts,1753,N/A,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/swarmTaskAllocationService.ts:1711-1796,"this.activeTasks.delete(taskId);",2026-05-25T16:30:00Z,L7_chunk_05
249,./server/src/services/advanced/swarmTaskAllocationService.ts,1774,N/A,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/swarmTaskAllocationService.ts:1711-1796,"this.activeTasks.delete(taskId);",2026-05-25T16:30:00Z,L7_chunk_05
250,./server/src/services/advanced/swarmTaskAllocationService.ts,1777,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/swarmTaskAllocationService.ts:1711-1796,"userId: 'system'; organizationId: task.organizationId; hash: crypto.randomBytes(16).toString('hex');",2026-05-25T16:30:00Z,L7_chunk_05
251,./server/src/services/advanced/swarmTaskAllocationService.ts,1912,activeTasks,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/swarmTaskAllocationService.ts:1904-1922,"this.activeTasks.delete(task.id); // in-memory Map field declared in class",2026-05-25T16:30:00Z,L7_chunk_06
252,./server/src/services/advanced/temporalGraphNetworkService.ts,156,riskPrediction,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/temporalGraphNetworkService.ts:45-175,"data: { organizationId; riskId: prediction.riskId; ... }",2026-05-25T16:30:00Z,L7_chunk_06
253,./server/src/services/advanced/temporalGraphNetworkService.ts,684,riskPrediction,.deleteMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/temporalGraphNetworkService.ts:678-694,"where: { organizationId; timeHorizonMonths; createdAt: { lt: ... } }",2026-05-25T16:30:00Z,L7_chunk_06
254,./server/src/services/advanced/temporalGraphNetworkService.ts,1239,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/temporalGraphNetworkService.ts:1229-1260,"userId; organizationId; hash: (await import('crypto')).randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
255,./server/src/services/advanced/temporalGraphNetworkService.ts,1272,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/temporalGraphNetworkService.ts:1269-1290,"userId: 'system'; organizationId; hash: (await import('crypto')).randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
256,./server/src/services/advanced/temporalGraphNetworkService.ts,1637,complianceTrajectory,.deleteMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/temporalGraphNetworkService.ts:1630-1647,"where: { frameworkId; organizationId; }",2026-05-25T16:30:00Z,L7_chunk_06
257,./server/src/services/advanced/vrCollaborativeReviewService.ts,530,activeSessions,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/vrCollaborativeReviewService.ts:527-547,"this.activeSessions.delete(sessionId); // in-memory Map",2026-05-25T16:30:00Z,L7_chunk_06
258,./server/src/services/advanced/vrCollaborativeReviewService.ts,531,sessionParticipants,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/vrCollaborativeReviewService.ts:527-547,"this.sessionParticipants.delete(sessionId); // in-memory Map",2026-05-25T16:30:00Z,L7_chunk_06
259,./server/src/services/advanced/vrCollaborativeReviewService.ts,532,sessionChats,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/vrCollaborativeReviewService.ts:527-547,"this.sessionChats.delete(sessionId); // in-memory Map",2026-05-25T16:30:00Z,L7_chunk_06
260,./server/src/services/advanced/vrCollaborativeReviewService.ts,533,voiceChatStates,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/vrCollaborativeReviewService.ts:527-547,"this.voiceChatStates.delete(sessionId); // in-memory Map",2026-05-25T16:30:00Z,L7_chunk_06
261,./server/src/services/advanced/vrCollaborativeReviewService.ts,534,annotations,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/vrCollaborativeReviewService.ts:527-547,"this.annotations.delete(sessionId); // in-memory Map",2026-05-25T16:30:00Z,L7_chunk_06
262,./server/src/services/advanced/vrCollaborativeReviewService.ts,537,vRCollaborativeSession,.updateMany(,ORG_IN_FUNC_NOT_IN_WRITE,SYSTEM_LEVEL_NO_ORG_REQUIRED,server/src/services/advanced/vrCollaborativeReviewService.ts:524-547,"private async markSessionExpired(sessionId: string): system expiration cleanup; updateMany where: { sessionId } targets unique session id",2026-05-25T16:30:00Z,L7_chunk_06
263,./server/src/services/advanced/vrCollaborativeReviewService.ts,742,vRCollaborativeSession,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:651-760,"data: { sessionId; organizationId; sessionName: config.sessionName; ... }",2026-05-25T16:30:00Z,L7_chunk_06
264,./server/src/services/advanced/vrCollaborativeReviewService.ts,763,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:651-780,"userId: hostUserId; organizationId; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
265,./server/src/services/advanced/vrCollaborativeReviewService.ts,866,vRCollaborativeSession,.update(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:795-900,"where: { sessionId; organizationId };",2026-05-25T16:30:00Z,L7_chunk_06
266,./server/src/services/advanced/vrCollaborativeReviewService.ts,875,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:795-900,"userId; organizationId: session.organizationId; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
267,./server/src/services/advanced/vrCollaborativeReviewService.ts,924,sessionParticipants,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/vrCollaborativeReviewService.ts:905-973,"this.sessionParticipants.get(sessionId)?.delete(userId); // nested Map",2026-05-25T16:30:00Z,L7_chunk_06
268,./server/src/services/advanced/vrCollaborativeReviewService.ts,944,vRCollaborativeSession,.updateMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:905-973,"where: organizationId ? { sessionId; organizationId } : { sessionId };",2026-05-25T16:30:00Z,L7_chunk_06
269,./server/src/services/advanced/vrCollaborativeReviewService.ts,955,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:905-973,"userId; organizationId: session.organizationId; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
270,./server/src/services/advanced/vrCollaborativeReviewService.ts,1003,vRCollaborativeSession,.updateMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:978-1035,"where: organizationId ? { sessionId; organizationId } : { sessionId };",2026-05-25T16:30:00Z,L7_chunk_06
271,./server/src/services/advanced/vrCollaborativeReviewService.ts,1014,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:978-1035,"userId: hostUserId; organizationId: session.organizationId; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
272,./server/src/services/advanced/vrCollaborativeReviewService.ts,1065,vRCollaborativeSession,.updateMany(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:1039-1109,"where: organizationId ? { sessionId; organizationId } : { sessionId };",2026-05-25T16:30:00Z,L7_chunk_06
273,./server/src/services/advanced/vrCollaborativeReviewService.ts,1081,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:1039-1109,"userId: hostUserId; organizationId: session.organizationId; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
274,./server/src/services/advanced/vrCollaborativeReviewService.ts,1096,activeSessions,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/vrCollaborativeReviewService.ts:1039-1109,"this.activeSessions.delete(sessionId); // in-memory Map",2026-05-25T16:30:00Z,L7_chunk_06
275,./server/src/services/advanced/vrCollaborativeReviewService.ts,1097,sessionParticipants,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/vrCollaborativeReviewService.ts:1039-1109,"this.sessionParticipants.delete(sessionId); // in-memory Map",2026-05-25T16:30:00Z,L7_chunk_06
276,./server/src/services/advanced/vrCollaborativeReviewService.ts,1098,sessionChats,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/vrCollaborativeReviewService.ts:1039-1109,"this.sessionChats.delete(sessionId); // in-memory Map",2026-05-25T16:30:00Z,L7_chunk_06
277,./server/src/services/advanced/vrCollaborativeReviewService.ts,1099,voiceChatStates,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/vrCollaborativeReviewService.ts:1039-1109,"this.voiceChatStates.delete(sessionId); // in-memory Map",2026-05-25T16:30:00Z,L7_chunk_06
278,./server/src/services/advanced/vrCollaborativeReviewService.ts,1100,annotations,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/vrCollaborativeReviewService.ts:1039-1109,"this.annotations.delete(sessionId); // in-memory Map",2026-05-25T16:30:00Z,L7_chunk_06
279,./server/src/services/advanced/vrCollaborativeReviewService.ts,1162,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:1114-1179,"userId; organizationId: session.organizationId; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
280,./server/src/services/advanced/vrCollaborativeReviewService.ts,1256,vRTrainingScenario,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:1222-1285,"data: { id: scenarioId; organizationId; name: config.name; ... }",2026-05-25T16:30:00Z,L7_chunk_06
281,./server/src/services/advanced/vrCollaborativeReviewService.ts,1310,vRTrainingSession,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:1283-1363,"data: { scenarioId; organizationId; userId; sessionId; status: 'active'; ... }",2026-05-25T16:30:00Z,L7_chunk_06
282,./server/src/services/advanced/vrCollaborativeReviewService.ts,1501,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:1463-1536,"userId; organizationId: progress.sessionId.split('_')[0]; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
283,./server/src/services/advanced/vrCollaborativeReviewService.ts,1512,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:1463-1536,"userId; organizationId: progress.sessionId.split('_')[0]; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
284,./server/src/services/advanced/vrCollaborativeReviewService.ts,1604,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:1583-1625,"userId; organizationId: session.organizationId; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
285,./server/src/services/advanced/vrCollaborativeReviewService.ts,1675,activeSessions,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/vrCollaborativeReviewService.ts:1630-1700,"this.activeSessions.delete(dbSession.sessionId); // in-memory Map",2026-05-25T16:30:00Z,L7_chunk_06
286,./server/src/services/advanced/vrCollaborativeReviewService.ts,1724,vRSessionPerformance,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_PRIOR_findFirst,server/src/services/advanced/vrCollaborativeReviewService.ts:1704-1746,"const dbSession = await prisma.vRTrainingSession.findFirst({ where: organizationId ? { sessionId; organizationId } : { sessionId } });",2026-05-25T16:30:00Z,L7_chunk_06
287,./server/src/services/advanced/vrCollaborativeReviewService.ts,1842,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:1800-1857,"userId; organizationId: session.organizationId; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
288,./server/src/services/advanced/vrCollaborativeReviewService.ts,1888,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:1862-1900,"userId; organizationId: session.organizationId; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
289,./server/src/services/advanced/vrCollaborativeReviewService.ts,2019,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:1972-2030,"userId; organizationId: session.organizationId; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
290,./server/src/services/advanced/vrCollaborativeReviewService.ts,2265,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:2227-2286,"userId: participant.userId; organizationId: session.organizationId; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
291,./server/src/services/advanced/vrCollaborativeReviewService.ts,2421,auditLog,.create(,NO_ORG_CHECK,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:2335-2434,"userId; organizationId: session.organizationId; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
292,./server/src/services/advanced/vrCollaborativeReviewService.ts,2577,auditLog,.create(,ORG_IN_FUNC_NOT_IN_WRITE,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:2534-2604,"userId; organizationId: session.organizationId; hash: crypto.randomBytes(16).toString('hex')",2026-05-25T16:30:00Z,L7_chunk_06
293,./server/src/services/advanced/vrCollaborativeReviewService.ts,3840,auditLog,.create(,ORG_SCOPED,ORG_IN_WHERE_OR_DATA,server/src/services/advanced/vrCollaborativeReviewService.ts:3554-3856,"data: { action: 'vr.scenario_loaded'; organizationId; hash: scenarioId; details: ... }",2026-05-25T16:30:00Z,L7_chunk_06
294,./server/src/services/advanced/webrtcSignalingService.ts,284,sessions,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/webrtcSignalingService.ts:160-290,"this.sessions.delete(sessionId); // private sessions: Map<string; SessionRoom> field",2026-05-25T16:30:00Z,L7_chunk_06
295,./server/src/services/advanced/webrtcSignalingService.ts,625,peersBySocket,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/webrtcSignalingService.ts:554-640,"this.peersBySocket.delete(oldPeer.socketId); // private Map field",2026-05-25T16:30:00Z,L7_chunk_06
296,./server/src/services/advanced/webrtcSignalingService.ts,626,reconnectStates,.delete(,ORG_IN_FUNC_NOT_IN_WRITE,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/webrtcSignalingService.ts:554-640,"this.reconnectStates.delete(existingPeerId); // private Map field",2026-05-25T16:30:00Z,L7_chunk_06
297,./server/src/services/advanced/webrtcSignalingService.ts,1266,reconnectStates,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/webrtcSignalingService.ts:1216-1296,"this.reconnectStates.delete(peerId); // private Map field",2026-05-25T16:30:00Z,L7_chunk_06
298,./server/src/services/advanced/webrtcSignalingService.ts,1271,peersBySocket,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/webrtcSignalingService.ts:1216-1296,"this.peersBySocket.delete(socket.id); // private Map field",2026-05-25T16:30:00Z,L7_chunk_06
299,./server/src/services/advanced/webrtcSignalingService.ts,1292,peersBySocket,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/webrtcSignalingService.ts:1284-1364,"this.peersBySocket.delete(peer.socketId); // private Map field",2026-05-25T16:30:00Z,L7_chunk_06
300,./server/src/services/advanced/webrtcSignalingService.ts,1295,dtlsFingerprints,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/webrtcSignalingService.ts:1284-1364,"this.dtlsFingerprints.delete(key); // private Map field",2026-05-25T16:30:00Z,L7_chunk_06
301,./server/src/services/advanced/webrtcSignalingService.ts,1298,qualityHistory,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/webrtcSignalingService.ts:1284-1364,"this.qualityHistory.delete(peerId);",2026-05-25T16:30:00Z,L7_chunk_07
302,./server/src/services/advanced/webrtcSignalingService.ts,1299,reconnectStates,.delete(,NO_ORG_CHECK,NOT_PRISMA_FALSE_POSITIVE,server/src/services/advanced/webrtcSignalingService.ts:1284-1364,"this.reconnectStates.delete(peerId);",2026-05-25T16:30:00Z,L7_chunk_07
